"SampleID","SpotID","Crystallization_Age_Ma","Hf176_Hf177","Hf176_Hf177_1s","Lu176_Hf177","Lu176_Hf177_1s","Hf176_Hf177_initial","eHf","eHf_1s"
2004585,307,1187,0.28203,6.5e-05,0.0007619,3.6e-06,0.282052945322765,0.711310301111379,2.3289576346453
2004585,308,244,0.28291,6.5e-05,0.0011296,2.8e-06,0.282944847928623,11.0778958519453,2.29401936794578
2004585,309,593,0.282018,4.25e-05,7.986e-05,3.9e-07,0.282057111890373,-12.5429864597781,1.62732081165288
2004585,310,1156,0.282159,3.9e-05,0.0007167,3.9e-06,0.282182380610685,4.5963617383582,1.41210250328082
2004585,311,1183,0.28203,8.5e-05,0.0006389,1.5e-06,0.282045747331435,0.3652280624733,3.04480139318968
2004585,312,989,0.28249,8e-05,0.001437,9.5e-06,0.282503248798016,12.1827061934532,2.83261176043895
2004585,313,1634,0.28212,6e-05,0.0007369,4.15e-06,0.282127197964561,13.554408132197,2.16035248223508
2004585,314,603,0.282027,4.6e-05,0.000141,1e-06,0.282061405371299,-12.1668524972462,1.65598352725857
2004585,315,658,0.282346,4.1e-05,0.0003039,1.2e-06,0.282379247653626,0.3228791997123,2.18351460469916
2004585,316,568,0.28201,5.5e-05,4.069e-05,2.35e-07,0.282049566671577,-13.3701689610821,1.97090044573763
2004585,317,526,0.282291,4.45e-05,6.17e-05,7e-07,0.282323391750615,-4.61574927351105,1.58081745065301
2004585,318,585,0.28243,6e-05,8.11e-05,8.5e-07,0.282459110334312,1.5120152110959,2.11340421580698
2004585,319,1191,0.28214,0.00013,0.000822,7.5e-06,0.282151537323921,4.29797950865396,4.63071319286662
2004585,320,998,0.28239,9e-05,0.0013941,3.5e-06,0.282393809048884,8.50784752615796,3.16793211809227
2004585,321,631,0.28207,7e-05,0.00012258,3.45e-07,0.282108548938766,-9.86961848176482,2.47192371539025
2004585,322,579,0.282355,4.65e-05,0.0002175,6e-07,0.282383638632383,-1.29490676915589,1.6621414651257
2004585,323,1653,0.28199,7e-05,0.001419,8.5e-06,0.281975573142398,8.60889531285158,2.49899569858256
2004585,324,223,0.28265,5.5e-05,0.001318,1.65e-05,0.282674507089447,1.04508494260802,1.97380902612324
2004585,325,2848,0.28075,6e-05,0.00023573,4.2e-07,0.280757140663914,-6.93860751894371,2.14076986015847
2004585,326,832,0.2823,5e-05,0.000249,1.6e-05,0.282316106185153,2.00300108214035,2.16753527837873
2004585,327,1070,0.28225,5.5e-05,0.0005247,3.15e-06,0.282269424177192,5.73057014768841,2.00190350089198
2004585,328,555,0.28245,6e-05,0.0005223,1.9e-06,0.282464565727394,1.0323447982663,2.13286973701306
2004585,329,533,0.28233,5.5e-05,4.973e-05,2.1e-07,0.282349503196286,-3.534514201603,1.95597001709477
2004585,330,552,0.28231,5.5e-05,4.78e-05,6e-07,0.282329505366854,-3.8168723273313,1.96635535320874
2004585,331,528,0.282141,4.8e-05,6.428e-05,2.35e-07,0.282160363895198,-10.3428283804485,1.69929664897026
2004585,332,576,0.28226,6e-05,0.00012275,4.6e-07,0.282278674262347,-5.07876069464452,2.15144001143627
2004585,333,608,0.28184,5.5e-05,0.0004527,2.95e-06,0.281854837530337,-19.369458466153,1.9226671881843
2004585,334,606,0.2823,6e-05,0.0003903,2.75e-06,0.282315563847172,-3.09976383114807,2.12195354151317
2004585,335,647,0.28194,6e-05,0.0001526,6.5e-07,0.281958147490247,-14.8369128430526,2.23824765922201
2004585,336,2705,0.28128,8e-05,0.001063,5.5e-06,0.281234997792365,6.70862703317843,2.86152280648232
2004585,337,1176,0.28219,5e-05,0.0011556,2.3e-06,0.282184374936179,5.12141273366185,1.7867838648062
2004585,338,684,0.28235,6e-05,0.000553,9e-07,0.282362900413182,0.328230716586386,2.12467523451711
2004585,339,522,0.28234,5e-05,0.0001772,5.5e-07,0.282358266480364,-3.47062619484029,1.78055401844445
2004585,340,485,0.28266,7e-05,0.001545,2.4e-05,0.282655961694472,6.23976751485955,2.46094109410472
2004585,341,654,0.28253,7.5e-05,0.00116933,4.6e-07,0.282525650230168,5.41774482729185,2.66602769240269
2004585,342,552,0.28193,5.5e-05,0.0004033,9.5e-07,0.281935826662179,-17.755494931716,1.93635469632128
2004585,343,583,0.28232,6.5e-05,0.0001152,6.5e-07,0.282338740601881,-2.79497189939137,2.35632042594736
2004585,345,569,0.28219,5.5e-05,0.001033,1.15e-05,0.282278979588894,-5.22485134270778,1.93876747057341
2004585,346,1093,0.282287,4.95e-05,0.00024794,3e-07,0.282346894014923,8.998450724651,1.81500419524029
2004585,347,579,0.282295,4.35e-05,0.0006455,7e-07,0.282344991895189,-2.66331936522257,1.55497858606322
2004585,348,1469,0.281935,4.65e-05,0.0010949,1.4e-06,0.281976588501487,4.42957987743187,1.68376506153388
2004585,349,567,0.28191,6e-05,0.000369,5.5e-06,0.281956077287142,-16.7027673065301,2.14709802593851
2004585,350,1999,0.281408,4.2e-05,0.00049585,4.1e-07,0.281423165129398,-3.03856696415417,1.50078879222792
2004585,351,2535,0.281226,4.8e-05,0.00060398,3.9e-07,0.281238759416362,2.86108461882817,1.85063786628578
2004585,352,1172,0.28218,8.5e-05,0.0006584,1.9e-06,0.282185450392543,5.06865818734603,3.0052368681226
2004585,353,550,0.28252,5.5e-05,6.6e-05,3.5e-07,0.28252931952096,3.21291857859229,1.95723979576659
2004585,354,1790,0.28165,7e-05,0.000912,1.65e-05,0.28162904035252,-0.544695975459586,2.54801403648908
2004585,355,1115,0.282256,4.1e-05,0.00058718,2.65e-07,0.282240661899439,5.73175643171275,1.48222847620183
2004585,356,603,0.282615,4.2e-05,0.0010134,7.5e-07,0.282601539030314,6.95935463659758,1.50130796307462
2004585,357,1993,0.281417,4.35e-05,0.0004887,1.8e-06,0.281398493481853,-4.05354463855923,1.55860745329164
2004585,358,575,0.28208,5e-05,9.963e-05,2.95e-07,0.282078925843589,-12.1738514394565,1.79399204667021
2004585,359,559,0.2826,6.5e-05,0.000152,5.5e-06,0.282598407057737,5.8609018615341,2.29251542633074
2004585,360,543,0.28261,5.5e-05,0.000625,1.15e-05,0.282603638499317,5.68726336873659,1.95884408871799
2123197,1,1490,0.282089,3.3e-05,0.0010323,2.05e-06,0.28204391164235,7.29848585248938,1.25333346258105
2123197,2,571,0.282478,3.25e-05,0.0021077,7e-07,0.28244843484996,0.819978474642102,1.15478225494498
2123197,3,1786,0.281683,3e-05,0.0009118,1.75e-06,0.281640117468656,-0.243407318697431,1.08016206019982
2123197,4,1322,0.281985,3e-05,0.0008412,4.8e-07,0.281950002171435,0.131838935060191,1.51582174184908
